Key	"Experiment 1"	"Experiment 2"	"Experiment 3"	"Experiment 4"	"Experiment 5"	"Experiment 6"	"Experiment 7"	"Experiment 8"	"Experiment 9"	"Experiment 10"	"Experiment 11"	"Experiment 12"	"Experiment 13"	"Experiment 14"	"Experiment 15"	"Experiment 16"	"Experiment 17"	"Experiment 18"	"Experiment 19"	"Experiment 20"	"Experiment 21"	"Experiment 22"	"Experiment 23"	"Experiment 24"	"Experiment 25"	"Experiment 26"	"Experiment 27"	"Experiment 28"	"Experiment 29"	"Experiment 30"	"Experiment 31"	"Experiment 32"	"Experiment 33"	"Experiment 34"	"Experiment 35"	"Experiment 36"	"Experiment 37"	"Experiment 38"	"Experiment 39"	"Experiment 40"	"Experiment 41"	"Experiment 42"	"Experiment 43"	"Experiment 44"	"Experiment 45"	"Experiment 46"	"Experiment 47"	"Experiment 48"	"Experiment 49"	"Experiment 50"	"Experiment 51"	"Experiment 52"	"Experiment 53"	"Experiment 54"	"Experiment 55"	"Experiment 56"	"Experiment 57"	"Experiment 58"	"Experiment 59"	"Experiment 60"	"Experiment 61"	"Experiment 62"	"Experiment 63"	"Experiment 64"	"Experiment 65"	"Experiment 66"	"Experiment 67"	"Experiment 68"	"Experiment 69"	"Experiment 70"	"Experiment 71"	"Experiment 72"	"Experiment 73"	"Experiment 74"	"Experiment 75"	"Experiment 76"	"Experiment 77"	"Experiment 78"	"Experiment 79"	"Experiment 80"	"Experiment 81"	"Experiment 82"	"Experiment 83"	"Experiment 84"	"Experiment 85"	"Experiment 86"	"Experiment 87"	"Experiment 88"	"Experiment 89"	"Experiment 90"	"Experiment 91"	"Experiment 92"	"Experiment 93"	"Experiment 94"	"Experiment 95"	"Experiment 96"	"Experiment 97"	"Experiment 98"	"Experiment 99"	"Experiment 100"	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular location [CC]
perR	8.2115	8.884	8.5363	8.3495	7.6606	8.0398	7.9487	7.922	7.449	7.1516	7.6376	7.6764	7.4681	7.4334	7.2047	7.3193	7.2238	7.2322	7.1102	7.0576	7.086	6.8205	7.2603	7.3051	6.9903	7.3121	6.8967	7.3356	7.1739	7.1617	7.2914	7.2331	7.1395	7.3154	7.2848	7.134	7.2586	7.3866	7.2957	7.3897	7.5901	7.352	7.6874	7.7468	7.6354	7.9682	7.3268	7.3356	7.1904	7.5006	7.5796	7.4046	7.2005	7.2901	7.3911	7.5977	7.4596	7.8053	7.457	7.526	7.4397	7.7283	7.8283	7.8794	7.6551	7.1643	7.2561	7.2204	7.4028	7.2804	7.5083	7.5453	7.0762	7.315	7.3366	7.1299	7.3968	7.3427	6.9738	7.2556	7.4543	7.3819	7.335	7.7284	7.6261	7.7831	7.3863	6.9045	7.6981	7.5553	7.3681	7.6094	7.6968	7.6373	7.4371	7.2601	7.578	7.4515	7.0478	7.9389	transcription, DNA-templated [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]| identical protein binding [GO:0042802]| sequence-specific DNA binding [GO:0043565]	
pfkA	11.08	11.023	11.21	11.231	11.132	10.9	10.879	10.791	10.378	10.271	10.642	10.307	10.698	10.775	10.387	10.391	10.11	10.077	9.9395	10.311	10.421	10.61	10.568	10.62	10.791	10.045	10.279	10.113	10.022	10.175	10.226	10.031	10.276	10.071	9.8379	9.9819	10.128	9.8946	9.8446	9.9303	10.837	10.718	10.895	11.802	11.867	12.004	11.666	11.651	11.7	11.174	11.363	11.289	11.253	11.477	11.158	11.963	11.94	11.932	11.824	11.84	11.875	11.812	11.876	11.768	11.927	10.847	10.787	11.897	10.646	10.87	10.677	10.952	10.961	11.017	10.785	10.982	10.741	11.031	11.074	11.067	10.658	10.679	10.893	10.666	10.593	10.355	10.3	10.286	10.781	10.192	9.9396	9.8793	10.097	10.12	10.277	10.298	10.415	10.323	10.478	10.175	canonical glycolysis [GO:0061621]| cellular carbohydrate catabolic process [GO:0044275]| fructose 1,6-bisphosphate metabolic process [GO:0030388]| fructose 6-phosphate metabolic process [GO:0006002]| glucose catabolic process [GO:0006007]| glycolytic process [GO:0006096]	6-phosphofructokinase complex [GO:0005945]| cytoplasm [GO:0005737]| cytosol [GO:0005829]	6-phosphofructokinase activity [GO:0003872]| AMP binding [GO:0016208]| ATP binding [GO:0005524]| fructose-6-phosphate binding [GO:0070095]| GDP binding [GO:0019003]| identical protein binding [GO:0042802]| magnesium ion binding [GO:0000287]| monosaccharide binding [GO:0048029]| ribonucleotide binding [GO:0032553]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00339, ECO:0000305|PubMed:17895580}.
pfkB	9.9479	9.8169	10.167	10.586	9.9971	9.6522	9.8284	9.6788	10.889	10.873	10.187	9.9791	10.008	10.261	10.423	10.434	10.021	10.153	10.305	10.678	10.785	10.914	9.8586	9.9865	9.955	10.012	10.102	10.142	9.8241	9.8215	9.8419	9.8114	9.9813	9.8737	9.5784	9.9729	9.6214	9.8171	9.7814	9.6479	10.555	10.628	10.441	10.667	10.528	10.633	10.706	10.631	10.843	11.001	11.031	10.827	10.98	10.879	11.093	10.769	10.839	10.688	10.558	10.672	10.412	11.02	11.153	10.723	10.669	10.425	10.519	10.896	10.339	10.507	10.351	10.539	10.758	10.582	10.738	10.617	10.611	10.652	10.713	10.723	10.622	10.47	10.532	9.058	9.0008	8.9316	9.0429	8.6716	8.6951	8.6114	8.9831	9.0321	8.7117	8.9676	8.546	8.7481	9.0495	9.0304	9.1855	9.7099	cellular response to DNA damage stimulus [GO:0006974]| glycolytic process [GO:0006096]	cytosol [GO:0005829]	6-phosphofructokinase activity [GO:0003872]| ATP binding [GO:0005524]| identical protein binding [GO:0042802]| magnesium ion binding [GO:0000287]| phosphofructokinase activity [GO:0008443]| tagatose-6-phosphate kinase activity [GO:0009024]	
pflA	9.5624	9.8357	9.4683	9.9366	9.8404	9.323	9.179	9.12	9.9258	9.8416	9.5717	9.481	9.847	9.8856	9.8016	9.9309	9.6095	9.7092	9.7313	9.2923	9.5802	9.6556	10.2	10.203	10.388	11.011	10.996	11.045	10.871	10.904	10.928	10.792	11.045	11.201	10.964	11.008	10.989	10.864	10.894	10.85	9.7573	9.7288	9.707	10.644	10.682	10.634	10.32	10.118	10.18	9.7756	10.383	10.37	10.014	9.9929	10.135	10.611	10.736	10.594	10.278	10.332	10.169	10.44	10.566	10.622	10.683	9.6427	9.4411	9.6211	9.4085	9.5329	9.3105	9.0368	9.1217	9.1431	8.7822	8.7189	8.7735	8.7317	8.7063	8.8922	9.4347	9.4343	9.4739	8.8462	9.0012	8.8537	9.0713	8.9814	9.1273	8.8271	8.8209	8.8439	9.0704	9.2019	9.2807	9.1524	8.8498	9.4744	9.4613	9.5199	cellular response to DNA damage stimulus [GO:0006974]| glucose metabolic process [GO:0006006]	cytosol [GO:0005829]	[formate-C-acetyltransferase]-activating enzyme activity [GO:0043365]| 4 iron, 4 sulfur cluster binding [GO:0051539]| oxidoreductase activity [GO:0016491]| potassium ion binding [GO:0030955]	SUBCELLULAR LOCATION: Cytoplasm.
pflB	11.325	11.58	11.208	11.642	11.389	10.727	10.495	10.267	10.714	10.495	10.287	10.274	10.358	10.572	9.8797	9.9708	10.483	10.308	10.37	10.4	10.4	10.567	10.548	10.583	10.651	10.201	10.229	10.01	9.4878	9.327	9.2938	9.0611	8.9181	9.1091	8.5219	8.8798	8.7875	8.8808	8.628	8.4638	10.558	10.622	10.668	12.27	12.136	12.374	12.397	12.324	12.301	12.461	11.923	11.804	11.664	11.591	11.548	12.523	12.638	11.996	12.238	12.367	12.01	12.716	13.096	12.52	12.457	10.662	10.593	12.2	10.454	10.724	10.447	10.558	10.647	10.614	10.454	10.605	10.491	10.752	10.739	10.797	10.345	10.236	10.606	10.479	10.493	10.121	10.132	9.6722	10.436	10.508	11.172	10.926	11.142	11.1	9.8977	10.243	10.652	10.918	10.679	11.181	glucose metabolic process [GO:0006006]| threonine catabolic process [GO:0006567]	cytosol [GO:0005829]| membrane [GO:0016020]	formate C-acetyltransferase activity [GO:0008861]	SUBCELLULAR LOCATION: Cytoplasm.
pflC	8.5461	8.509	8.8442	8.9779	8.7994	8.8686	8.8262	8.905	8.7453	8.7701	8.7711	8.8833	8.9157	9.162	8.8943	9.0053	8.5601	8.7201	8.5085	8.6701	8.5353	8.6973	8.569	8.6563	8.6534	8.6934	8.8231	8.7742	8.6786	8.6286	8.8256	8.789	8.8432	8.757	8.7452	8.4612	8.6771	8.7686	8.6549	9.0348	8.5294	8.826	8.6377	8.6727	8.5691	8.5812	8.576	8.7416	8.697	8.5111	8.5187	8.5413	8.7237	8.686	8.6399	8.5007	8.5953	8.5625	8.491	8.5728	8.6156	8.6982	8.6217	8.6185	8.5956	8.6797	8.5695	8.6746	8.545	8.6039	8.6256	8.5744	8.4944	8.4621	8.5531	8.5258	8.5297	8.6625	8.6173	8.4827	8.6277	8.578	8.829	8.8595	9.243	9.0733	9.0544	9.0627	9.3256	8.8582	9.2503	9.0316	8.8187	9.0436	9.1718	8.9856	8.8287	9.3712	9.064	9.3103	glucose metabolic process [GO:0006006]	cytoplasm [GO:0005737]	[formate-C-acetyltransferase]-activating enzyme activity [GO:0043365]| 4 iron, 4 sulfur cluster binding [GO:0051539]| metal ion binding [GO:0046872]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
pflD	7.0632	6.6272	7.2663	7.3133	7.3425	7.2936	7.128	7.2532	7.5738	7.545	7.3121	7.3275	7.3192	7.4715	7.5433	7.4185	7.0052	7.1279	6.9402	7.0105	7.0598	7.1089	7.1223	7.0658	7.0653	7.2248	7.4288	7.3675	7.0994	7.2003	7.3335	7.2663	7.3914	7.3946	7.447	7.341	7.5019	7.496	7.4742	7.5026	6.947	7.1656	7.1664	7.0825	7.0218	7.0354	6.9748	6.9622	7.128	6.9814	7.0127	7.0721	7.0664	7.1014	7.1406	7.0234	7.0262	7.0322	6.9047	6.9827	7.0966	7.0799	7.1378	7.0546	6.9674	6.9649	6.9834	7.1025	6.9646	7.062	6.9822	6.9871	6.9957	6.9478	6.9861	7.0686	7.0316	7.0676	6.9994	6.8725	7.1419	6.9676	7.1567	7.2772	7.2624	7.3292	7.3098	7.1555	7.4811	7.2246	7.3205	7.3018	7.1554	7.1642	6.9522	7.1562	7.1958	7.1011	7.0853	7.5216		cytosol [GO:0005829]	lyase activity [GO:0016829]	
pgaA	6.2673	6.5767	6.2467	6.2692	5.7912	5.9735	6.1101	6.0453	6.4064	6.3412	6.4324	6.2629	6.5412	6.5229	6.4593	6.5171	6.5371	6.2608	6.618	6.6314	6.4695	6.4605	6.4932	6.2707	6.3193	6.0056	6.1886	6.2893	6.2655	6.178	6.2012	6.2997	6.303	6.1681	6.1805	6.0228	5.9372	6.1235	6.0782	6.2005	6.4394	6.6521	6.4992	6.4147	6.0833	6.331	6.1856	6.1715	6.3417	6.6951	6.6526	6.5822	6.4274	6.5401	6.4601	6.2754	6.3511	6.574	6.3441	6.2396	6.2626	6.5777	6.5394	6.6251	6.4322	6.3534	6.5339	6.8136	6.4258	6.3812	6.5031	6.2906	6.2036	6.2264	6.4383	6.0952	6.4491	6.4864	6.1883	6.3405	6.4244	6.3898	6.3847	6.3156	6.4034	6.6492	6.4048	6.2849	6.439	6.3167	6.3601	6.2574	6.3062	6.4326	6.15	5.9594	6.2604	6.5084	6.2377	6.8884	polysaccharide transport [GO:0015774]	integral component of cell outer membrane [GO:0045203]	poly-beta-1,6-N-acetyl-D-glucosamine transmembrane transporter activity [GO:1901515]| polysaccharide transmembrane transporter activity [GO:0015159]	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305|PubMed:18359807}| Multi-pass membrane protein {ECO:0000305|PubMed:18359807}.
pgaB	5.8761	5.9598	5.8228	5.9159	5.2814	5.3745	5.0092	5.2183	5.5762	5.4156	5.1363	5.2167	5.4429	5.2365	5.507	5.4878	5.3752	5.1994	5.5361	5.1503	5.3392	5.2468	5.3463	5.3779	5.2799	5.3642	5.3209	5.6978	5.4089	5.4544	5.6568	5.5463	5.4261	5.7119	5.5644	5.658	5.399	5.707	5.5583	5.7096	5.2305	5.4421	5.5516	5.2771	5.01	5.173	5.0406	5.1638	5.03	5.3073	5.5218	5.1462	5.2957	5.3646	5.3474	4.9771	5.2016	5.3199	5.1166	4.9682	5.1845	5.2642	5.4697	5.2129	5.1804	5.1394	5.2227	5.3854	5.3292	4.9511	5.2216	5.2541	5.1936	5.0756	5.2448	5.1691	5.1945	5.306	5.1256	5.2158	5.1413	5.1024	5.2127	5.3686	5.335	5.4243	5.1792	4.9754	5.2867	5.2106	5.1479	5.029	5.1168	5.3691	5.1247	5.205	5.491	5.5841	4.9662	6.0972	carbohydrate metabolic process [GO:0005975]| cell adhesion involved in biofilm formation [GO:0043708]| macromolecule deacylation [GO:0098732]	cell outer membrane [GO:0009279]	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]| hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305|PubMed:18359807}| Lipid-anchor {ECO:0000305|PubMed:18359807}| Periplasmic side {ECO:0000305|PubMed:18359807}.
pgaC	7.1972	7.3541	7.037	7.1825	6.6683	6.7006	6.9539	6.9513	7.3911	7.2151	6.9533	6.9102	7.1416	7.2467	7.288	7.2383	7.1234	7.113	7.1975	7.1231	7.1301	6.8473	7.2628	7.2362	6.9429	7.3666	7.3623	7.5416	7.3431	7.439	7.4503	7.4972	7.4874	7.6056	7.5881	7.6731	7.5556	7.6982	7.5871	7.602	6.9635	7.2477	7.2763	7.2118	6.8491	7.0552	6.9744	6.8879	7.1086	7.2223	7.2791	7.0801	7.2435	7.2331	7.3079	6.8645	7.0252	7.0211	7.0685	6.8496	6.9672	7.1065	7.2113	7.1337	6.9946	7.0245	7.1708	7.2535	7.1213	7.0953	7.0696	7.0283	6.9124	6.8514	7.0812	6.8773	7.1469	7.2795	7.1178	7.0093	7.0092	7.163	7.1493	7.4012	7.3583	7.3388	7.4621	7.3167	7.2957	7.3192	7.1753	7.2981	7.209	7.3419	7.3575	7.3716	7.4062	7.6119	7.6923	7.8579	cell adhesion involved in biofilm formation [GO:0043708]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]	acetylglucosaminyltransferase activity [GO:0008375]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
pgaD	7.0657	7.1635	6.9968	7.3036	6.5491	6.4309	6.8035	6.8505	7.5352	7.4472	7.0494	7.1973	7.2699	7.4558	7.4908	7.3847	7.2878	7.345	7.4079	7.2437	7.3361	7.1059	7.2197	7.2992	7.2832	7.7621	7.8993	7.9952	7.7385	7.5997	7.7727	7.9175	7.7989	8.1489	8.1257	8.2081	8.1066	8.0639	7.9893	8.0775	7.2531	7.3993	7.4213	7.2442	7.0783	7.1708	7.2125	7.129	7.1877	7.1993	7.4736	7.1945	7.3981	7.4458	7.3521	7.118	7.2372	7.2107	7.0677	6.9632	6.8839	7.283	7.2351	7.2756	7.1454	7.0742	7.104	7.2455	7.2894	7.301	7.3007	7.1764	7.2629	7.2306	7.1483	7.0039	7.3819	7.3799	7.1932	7.1665	7.2189	7.1942	7.1367	7.3184	7.3088	7.526	7.1238	7.2819	7.3405	7.4337	7.4642	7.4926	7.3934	7.6977	7.0603	7.3027	7.4623	7.4706	7.0691	7.5536	cell adhesion involved in biofilm formation [GO:0043708]| cell adhesion involved in single-species biofilm formation [GO:0043709]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
pgi	11.144	11.24	11.19	11.299	11.218	11.067	11.275	11.089	10.404	10.286	10.75	10.555	10.22	10.076	9.7199	9.9765	10.6	10.665	10.688	10.725	10.682	10.58	11.075	11.03	11.1	8.3216	8.4585	8.3704	8.5914	8.3382	8.2585	8.3262	8.5007	8.0528	8.307	8.0855	8.1845	8.2126	8.5157	8.3358	10.7	10.31	9.7327	10.708	10.841	10.814	11.149	11.204	11.355	11.321	11.418	11.42	11.309	11.61	11.373	11.076	11.04	10.947	10.888	10.97	10.526	11.091	11.343	10.864	10.73	10.572	10.61	11.186	10.56	10.527	10.355	10.338	10.363	10.467	10.61	10.582	10.622	10.515	10.736	10.534	10.461	10.311	10.63	10.296	9.8166	9.6023	9.651	9.7349	10.028	9.8924	9.3996	9.5735	9.8172	9.5156	9.553	9.831	9.5415	9.4518	9.7752	8.7746	cellular response to oxidative stress [GO:0034599]| gluconeogenesis [GO:0006094]| glucose 6-phosphate metabolic process [GO:0051156]| glycolytic process [GO:0006096]	cytosol [GO:0005829]	glucose-6-phosphate isomerase activity [GO:0004347]| identical protein binding [GO:0042802]| monosaccharide binding [GO:0048029]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:4344919}.
pgk	12.889	12.755	13.09	13.173	13.111	12.615	12.462	12.349	12.275	12.137	11.816	11.499	11.662	11.778	11.755	11.594	11.919	12.114	11.977	11.916	11.939	11.903	12.046	12.083	12.021	11.487	11.666	11.61	11.493	11.534	11.396	11.247	11.409	11.13	10.97	11.129	11.118	11.088	10.92	10.94	11.981	12.118	11.573	12.62	12.6	12.518	12.495	12.631	12.526	12.671	12.764	12.614	12.585	12.713	12.48	12.661	12.595	12.402	12.506	12.546	12.63	12.589	12.829	12.417	12.533	11.954	12.093	12.69	11.901	12.109	11.987	11.999	12.138	11.925	12.058	12.254	11.959	12.05	12.084	12.078	11.969	11.827	12.088	12.497	11.73	11.393	11.532	11.731	12.135	11.845	11.362	11.519	11.679	11.566	11.016	11.49	11.067	10.662	10.925	11.154	gluconeogenesis [GO:0006094]| glycolytic process [GO:0006096]	cytosol [GO:0005829]	ADP binding [GO:0043531]| ATP binding [GO:0005524]| phosphoglycerate kinase activity [GO:0004618]	SUBCELLULAR LOCATION: Cytoplasm.
pgl	8.043	8.4855	8.2755	8.6056	8.4234	7.8853	8.8542	8.8197	9.8028	9.7182	9.3956	8.8551	9.5179	9.022	9.4639	9.5864	9.5613	9.3213	9.5899	10.098	10.115	9.7538	9.3248	9.3548	9.1874	9.3048	9.0892	9.3765	8.9683	8.9633	8.6462	8.5556	8.6797	8.7108	8.6577	8.2921	8.934	8.6983	8.7011	8.4997	10.283	10.289	10.148	9.6339	9.3591	9.4859	10.344	10.564	10.537	11.103	10.868	10.651	10.93	10.965	11.134	10.066	10.097	9.7027	9.8955	9.7711	9.7024	10.464	11.123	9.8272	9.6675	9.9476	10.221	11.117	10.059	10.124	10.172	10.491	10.305	10.512	10.053	9.8079	10.234	10.578	10.689	10.413	10.255	10.167	10.216	9.6834	9.3936	9.4636	9.5114	9.4756	9.5626	9.4688	9.9322	9.8498	9.9346	9.8423	9.285	9.2337	9.2075	9.6934	9.894	9.9925	glucose metabolic process [GO:0006006]| pentose-phosphate shunt [GO:0006098]	cytosol [GO:0005829]	6-phosphogluconolactonase activity [GO:0017057]	
pgm	8.2127	8.5587	8.4614	8.7341	8.3486	7.8075	8.493	8.5217	9.0114	8.7238	8.7861	8.5457	8.9625	8.6904	8.8142	8.6015	9.608	9.6901	9.6929	9.5511	9.4204	9.0001	9.573	9.7199	9.711	9.9638	9.6741	9.9013	10.079	9.7743	9.8558	9.8267	9.854	9.7556	9.2994	9.5044	9.1159	9.003	9.056	9.0755	9.7135	9.7415	9.8015	9.5293	9.6131	9.5988	9.6694	9.4939	9.4662	9.7765	9.8018	9.6861	9.6567	9.6485	9.5903	9.6657	9.5716	9.552	9.7363	9.6211	9.6362	9.7155	9.9442	9.7205	9.4765	9.5216	9.7194	10.119	9.6663	9.7247	9.6159	9.7422	9.6894	9.7616	9.7128	9.6734	9.675	9.9279	9.7709	9.5904	9.5904	9.65	9.8319	9.3215	9.1774	9.1564	9.3664	9.0052	9.1693	9.3772	9.2756	9.1925	9.4329	9.4567	9.0049	9.0305	8.8054	9.4361	9.7359	8.7692	carbohydrate metabolic process [GO:0005975]| glucose metabolic process [GO:0006006]	cytosol [GO:0005829]	magnesium ion binding [GO:0000287]| phosphoglucomutase activity [GO:0004614]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21778229}.
pgpA	8.1004	8.5108	8.2391	8.3492	8.2739	7.5503	8.5497	8.5222	8.587	8.6094	8.671	8.5609	8.7262	8.4701	8.5634	8.6655	8.3612	8.0716	8.7046	8.4848	8.4378	8.0475	8.8194	8.8314	8.7504	8.165	8.0555	8.5711	7.8951	7.6514	7.8176	7.89	7.6523	7.5795	7.756	8.1384	7.8309	7.7321	7.7341	8.1529	9.0599	9.0081	8.9637	9.0477	9.1774	9.2457	8.8717	8.8828	9.0675	9.38	9.2625	9.2417	9.0885	9.0779	9.0753	9.1188	9.0866	9.0534	9.1109	8.9479	9.094	9.3121	9.264	9.2212	9.126	8.8747	9.0635	9.3477	8.8439	9.069	8.9234	9.012	8.6521	8.9327	9.0426	8.9437	8.8958	9.1376	8.9826	8.8472	8.8459	8.9171	9.0027	8.8652	8.3512	8.8485	8.7643	8.6333	8.8042	8.8197	8.7857	8.5618	8.8217	8.8938	8.8201	8.5781	9.0135	8.7503	8.4044	8.7086	glycerophospholipid biosynthetic process [GO:0046474]| phosphatidylglycerol biosynthetic process [GO:0006655]| phospholipid catabolic process [GO:0009395]| phospholipid dephosphorylation [GO:0046839]| response to magnesium ion [GO:0032026]	integral component of plasma membrane [GO:0005887]| plasma membrane [GO:0005886]	lipid phosphatase activity [GO:0042577]| metal ion binding [GO:0046872]| phosphatidylglycerophosphatase activity [GO:0008962]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:21148555}| Multi-pass membrane protein {ECO:0000269|PubMed:21148555}.
pgpB	8.6945	8.6396	8.5861	8.9482	8.1672	8.5714	8.5286	8.4844	8.6388	8.577	8.7741	8.5183	8.5864	8.5882	8.583	8.4324	8.484	8.5408	8.712	8.7078	8.5067	8.7017	8.6346	8.7673	8.709	8.1842	8.0292	8.119	7.758	7.894	8.0887	7.6822	7.8707	7.7309	7.766	8.1583	7.9415	8.1682	7.8904	7.9728	8.8748	8.8189	9.0306	8.8683	8.9553	9.1806	8.7377	8.6519	8.8399	8.8405	8.7866	8.6563	9.2403	9.1217	9.1208	8.8613	8.9648	9.0922	8.5666	8.6295	8.578	8.7538	9.0061	8.8299	8.7291	8.6618	8.5925	8.6405	8.5027	8.6202	8.5653	8.7035	8.884	8.6887	8.8828	9.0226	8.7523	8.7439	8.747	9.1029	8.5908	8.5628	8.6598	8.2248	8.5383	8.7056	8.6441	8.6268	8.5536	8.6421	8.7511	8.8725	9.0357	8.8232	8.2436	8.3757	8.6822	8.7135	8.4685	9.4083	glycerophospholipid biosynthetic process [GO:0046474]| peptidoglycan biosynthetic process [GO:0009252]| phosphatidylglycerol biosynthetic process [GO:0006655]| phospholipid catabolic process [GO:0009395]	cell outer membrane [GO:0009279]| integral component of plasma membrane [GO:0005887]| plasma membrane [GO:0005886]	diacylglycerol diphosphate phosphatase activity [GO:0000810]| phosphatidate phosphatase activity [GO:0008195]| phosphatidylglycerophosphatase activity [GO:0008962]| undecaprenyl-diphosphatase activity [GO:0050380]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000269|PubMed:15919996}. Cell outer membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
pgsA	8.2721	8.3916	8.1401	8.6434	8.4327	8.1629	8.2659	8.03	9.3566	9.3527	8.8997	8.7391	9.203	9.1069	9.477	9.2913	9.2905	9.3043	9.3984	8.9914	9.0532	8.9758	9.4922	9.5778	9.6465	8.2247	8.6163	8.415	8.7852	8.8353	8.8394	8.847	8.7984	8.8622	8.4462	8.8498	8.6777	8.6696	8.5907	8.5375	8.9578	9.0481	8.6909	9.1663	9.179	9.3715	8.8776	8.8856	8.7741	8.8674	8.8749	8.7126	8.7379	8.8972	8.7053	9.1359	9.2004	9.2765	9.0733	9.0993	9.0341	9.1392	9.3167	9.1675	9.2266	8.5978	8.6649	8.9028	8.6307	8.7187	8.7832	8.8053	8.9389	8.7068	9.0074	9.1153	8.8918	8.8557	8.8779	9.0543	8.6915	8.6938	8.7524	9.1683	9.0922	8.9048	8.8629	9.0857	9.1129	9.1031	8.8917	8.7598	9.0171	9.084	8.9853	8.9684	8.9482	8.7184	8.6276	8.6096	glycerophospholipid biosynthetic process [GO:0046474]| phosphatidylglycerol biosynthetic process [GO:0006655]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]	SUBCELLULAR LOCATION: Cell inner membrane| Multi-pass membrane protein.
pheA	7.6629	7.8353	7.783	7.8171	7.9171	7.6718	7.8602	7.8585	7.4849	7.4135	7.6209	7.9489	7.3416	7.5859	7.0644	7.2092	8.3982	8.1169	8.302	8.1709	8.2831	8.347	7.5511	7.7672	7.717	7.2144	7.1177	7.3344	7.3178	7.2892	7.1896	7.1504	7.2384	7.2452	7.0637	7.3119	6.9484	7.3347	7.2662	7.2292	9.4299	9.3889	9.3756	9.4787	9.5173	9.3056	9.6405	9.7303	9.7846	9.5849	9.672	9.6512	10.201	10.132	9.8674	9.2302	9.2287	9.3748	9.7482	9.6238	9.9693	8.7274	8.5958	9.5297	9.7604	9.1872	9.4925	9.7644	9.2322	9.5411	9.279	9.4989	9.4393	9.5784	9.513	9.4208	9.2462	10.028	10.091	9.9859	9.2798	9.2493	9.3278	8.8516	8.6114	8.5955	8.4331	8.4263	8.607	8.3635	8.1466	7.7799	8.4014	8.4498	8.3795	8.5287	7.8225	8.4036	8.5261	7.6802	chorismate metabolic process [GO:0046417]| L-phenylalanine biosynthetic process [GO:0009094]| tyrosine biosynthetic process [GO:0006571]	cytoplasm [GO:0005737]	chorismate mutase activity [GO:0004106]| prephenate dehydratase activity [GO:0004664]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
pheL	6.1578	4.8323	5.9243	5.7572	4.8755	5.9115	4.9773	5.776	4.1096	4.6017	4.8231	4.4052	4.5658	4.6278	5.1129	4.3467	6.6639	6.8368	5.5615	6.3528	7.1599	5.9308	5.7761	5.7056	6.0735	4.2896	4.0485	3.9465	4.3841	4.0364	4.5841	4.0747	4.3332	4.2313	4.2323	4.3694	4.1105	4.441	4.1533	4.3692	7.6862	7.2671	6.9099	8.0373	8.381	7.775	8.7229	9.0091	8.3215	8.3751	8.8411	8.657	9.2167	8.1098	8.4096	7.9227	7.7374	8.174	7.9267	8.1801	8.3562	8.0433	7.2088	8.0686	8.5661	7.3132	7.4808	7.8455	7.9191	7.7162	8.0729	7.9522	8.312	8.1207	6.9299	8.0703	7.8388	8.1031	8.2564	7.9802	8.0173	7.2604	7.3841	8.6828	8.1976	7.9463	8.32	9.189	8.4456	8.0405	8.3574	8.2643	8.2321	8.6024	9.1276	8.594	7.9425	9.6432	9.2782	8.7272				
